id,sale_date,sale_price,sale_nbr,sale_warning,join_status,join_year,latitude,longitude,area,city,zoning,subdivision,present_use,land_val,imp_val,year_built,year_reno,sqft_lot,sqft,sqft_1,sqft_fbsmt,grade,fbsmt_grade,condition,stories,beds,bath_full,bath_3qtr,bath_half,garb_sqft,gara_sqft,wfnt,golf,greenbelt,noise_traffic,view_rainier,view_olympics,view_cascades,view_territorial,view_skyline,view_sound,view_lakewash,view_lakesamm,view_otherwater,view_other,submarket
1106,1999-10-15,792673,4.0,   ,nochg,2024,47.6294,-122.1027,39,KENMORE,R-10,GREEN VALLEY,2,344775,447898,2005,0,4761,2040,2040,0,6,0,3,2.0,2,3,1,0,0,346,0,0,1,0,1,0,0,0,0,0,0,0,0,0,G
1107,1990-12-15,901662,2.0,   ,nochg,2024,47.6664,-122.3787,27,SHORELINE,R-8,OLYMPIC VUE ESTATES,2,475618,426044,2017,0,6344,1416,1416,0,6,0,3,2.0,5,1,1,1,0,216,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B
1108,2000-11-15,456594,1.0,   ,nochg,2024,47.7025,-121.8644,51,ALGONA,R-5,TOWN-COUNTRY CLUB BUNGALOW SITES,2,309040,147554,2008,0,12730,4359,4359,0,6,0,3,1.0,1,1,1,0,0,268,0,0,1,0,1,0,0,0,0,0,0,0,1,0,Y
1109,2022-06-15,670202,1.0,   ,nochg,2024,47.5602,-122.2456,5,ISSAQUAH,R-1,BAYVIEW HEIGHTS,2,306841,363361,1937,0,13460,1437,1437,0,6,0,5,1.0,2,3,0,0,0,87,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Y
1110,2019-12-15,651003,2.0,   ,nochg,2024,47.5136,-122.1248,47,DES MOINES,R-8,TOWN-COUNTRY CLUB BUNGALOW SITES,2,339171,311832,2018,0,29467,3468,3468,0,12,0,4,1.0,5,3,0,1,0,215,0,0,0,0,1,0,0,0,0,0,0,0,1,0,C
1111,1994-04-15,464857,2.0,   ,nochg,2024,47.4851,-122.3162,60,PACIFIC,RA2.5,OLYMPIC VUE ESTATES,2,200746,264111,1984,0,27199,1282,1282,0,9,0,4,2.0,3,3,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,I
1112,2003-05-15,589170,2.0,   ,nochg,2024,47.6711,-122.3972,16,NEWCASTLE,RS-7200,OLYMPIC VUE ESTATES,2,208459,380711,1979,0,16900,2842,2842,0,7,0,5,1.0,5,3,0,1,0,287,0,0,0,0,1,0,0,0,0,0,0,0,1,0,I
1113,2023-03-15,466904,4.0,   ,nochg,2024,47.7411,-122.2635,32,KENT,R-6,CEDAR HEIGHTS,2,268943,197961,1947,0,26133,2968,2968,0,9,0,1,2.0,2,1,0,1,0,494,0,0,1,0,1,0,0,0,0,0,0,0,0,0,I
1114,1998-03-15,377275,3.0,   ,nochg,2024,47.7416,-122.1516,21,KING COUNTY,R-8,MEADOWBROOK,2,146161,231114,1928,0,28080,2505,2505,0,3,0,1,2.0,1,3,1,1,0,119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,G
1115,2004-12-15,2033534,1.0,   ,nochg,2024,47.7717,-122.1764,96,BEAUX ARTS,R-6,MEADOWBROOK,2,1222346,811188,1941,0,2583,886,886,0,8,0,4,1.0,3,2,0,1,0,489,0,0,1,0,1,0,0,0,0,0,0,0,0,0,V
1116,1992-02-15,562258,3.0,   ,nochg,2024,47.3992,-122.3832,43,SEA-TAC,R-5,LAKEFRONT VILLAGE,2,367007,195251,1982,0,15342,3193,3193,0,11,0,5,2.0,1,2,1,1,0,222,0,0,1,0,0,0,0,0,0,0,0,0,0,0,F
1117,2014-11-15,894817,1.0,   ,nochg,2024,47.763,-122.2758,46,WOODINVILLE,R-8,FALCON RIDGE (CEDAR RIDGE),2,595857,298960,1907,0,9165,3355,3355,0,10,0,2,1.0,5,1,1,1,0,192,0,0,1,0,0,0,0,0,0,0,0,0,1,0,W
1118,2015-10-15,672600,4.0,   ,nochg,2024,47.4803,-121.916,56,WOODINVILLE,R-3,SUNSET HILLS,2,254187,418413,1922,0,21238,878,878,0,8,0,3,2.0,4,2,0,1,0,230,0,0,1,0,0,0,0,0,0,0,0,0,1,0,W
1119,1994-08-15,855046,4.0,   ,nochg,2024,47.6315,-122.0574,46,REDMOND,R-2,MEADOWBROOK,2,292530,562516,1966,0,28506,2486,2486,0,3,0,2,2.0,2,2,1,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,1,0,X
1120,1991-02-15,1039451,4.0,   ,nochg,2024,47.5848,-122.1624,57,BEAUX ARTS,R-4,LAKEFRONT VILLAGE,2,712254,327197,1928,0,18782,4653,4653,0,7,0,5,1.0,5,1,0,1,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E
1121,2015-09-15,616760,4.0,   ,nochg,2024,47.4898,-122.1953,40,NORTH BEND,RS7.2,LAKEFRONT VILLAGE,2,234728,382032,1932,0,29563,3000,3000,0,8,0,3,1.0,1,3,1,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H
1122,1995-11-15,3598981,4.0,   ,nochg,2024,47.5304,-121.9496,97,HUNTS POINT,R-8,MAPLE GROVE,2,1963582,1635399,2002,0,12602,2459,2459,0,10,0,2,1.0,3,1,0,1,0,496,0,0,0,0,1,0,0,0,0,0,0,0,1,0,T
1123,1997-04-15,4344461,3.0,   ,nochg,2024,47.7355,-122.2251,79,MEDINA,RA2.5,RIVERBEND TERRACE,2,2266061,2078400,1976,0,20742,1201,1201,0,10,0,1,2.0,2,1,0,0,0,38,0,0,1,0,1,0,0,0,0,0,0,0,1,0,O
1124,2018-11-15,3635240,2.0,   ,nochg,2024,47.6912,-121.9544,67,HUNTS POINT,R-3,BAYVIEW HEIGHTS,2,1489420,2145820,1937,0,25579,1514,1514,0,10,0,3,1.0,2,1,1,1,0,125,0,0,1,0,1,0,0,0,0,0,0,0,1,0,R
1125,2001-07-15,627619,2.0,   ,nochg,2024,47.7316,-121.8887,55,SEA-TAC,RS7.2,HIGHLAND PARK,2,314286,313333,1979,0,3461,3060,3060,0,12,0,5,2.0,2,2,1,1,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R
1126,2014-05-15,318991,4.0,   ,nochg,2024,47.309,-121.8488,95,ALGONA,R-9,MOUNTAIN VIEW,2,169712,149279,1971,0,14654,2437,2437,0,3,0,4,2.0,1,3,0,0,0,108,0,0,1,0,1,0,0,0,0,0,0,0,0,0,B
1127,2003-02-15,759908,3.0,   ,nochg,2024,47.4746,-122.2498,74,BOTHELL,RS7.2,HIGHLAND PARK,2,464758,295150,1924,0,25218,1772,1772,0,11,0,3,1.0,4,2,1,0,0,89,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Z
1128,2005-04-15,1942391,1.0,   ,nochg,2024,47.4492,-122.1812,42,HUNTS POINT,R-5,MOUNTAIN VIEW,2,1320727,621664,1917,0,16899,3653,3653,0,3,0,3,2.0,4,2,1,1,0,395,0,0,1,0,1,0,0,0,0,0,0,0,1,0,G
1129,1993-05-15,1009243,2.0,   ,nochg,2024,47.6071,-122.327,74,SEATTLE,R-4,PINE VIEW ESTATES,2,502394,506849,1919,0,12781,3625,3625,0,11,0,2,2.0,2,3,0,0,0,263,0,0,0,0,1,0,0,0,0,0,0,0,1,0,I
1130,2018-03-15,550881,4.0,   ,nochg,2024,47.7843,-122.2025,51,RENTON,R-1,MAPLE GROVE,2,243315,307566,1934,0,20412,2934,2934,0,4,0,4,1.0,4,2,0,1,0,471,0,0,0,0,1,0,0,0,0,0,0,0,0,0,L
1131,2022-09-15,526805,3.0,   ,nochg,2024,47.4286,-121.9179,72,SEA-TAC,RS 8.5,FOREST GLEN,2,352391,174414,2012,0,29654,1166,1166,0,5,0,3,1.0,1,2,0,0,0,206,0,0,1,0,1,0,0,0,0,0,0,0,1,0,V
1132,1990-10-15,493600,2.0,   ,nochg,2024,47.5059,-121.8761,93,NORTH BEND,RS-7200,GREEN VALLEY,2,316168,177432,1907,0,5961,4800,4800,0,4,0,1,2.0,1,1,1,1,0,258,0,0,1,0,0,0,0,0,0,0,0,0,0,0,J
1133,1997-05-15,343721,4.0,   ,nochg,2024,47.3631,-121.8579,49,FEDERAL WAY,R-1,OLYMPIC VUE ESTATES,2,117125,226596,1958,0,14384,1328,1328,0,4,0,2,2.0,5,1,0,1,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
1134,2011-05-15,1111228,3.0,   ,nochg,2024,47.4931,-122.3213,75,NORMANDY PARK,R-10,TOWN-COUNTRY CLUB BUNGALOW SITES,2,334430,776798,1934,0,8572,1715,1715,0,5,0,5,2.0,4,2,1,0,0,105,0,0,1,0,1,0,0,0,0,0,0,0,1,0,T
1135,1993-10-15,2427714,3.0,   ,nochg,2024,47.4845,-121.8263,85,MERCER ISLAND,R-10,LAKEFRONT VILLAGE,2,820209,1607505,1931,0,22155,3898,3898,0,11,0,2,2.0,3,1,1,1,0,400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,C
1136,1992-06-15,292901,2.0,   ,nochg,2024,47.4227,-121.9552,54,CARNATION,RS7.2,PINE VIEW ESTATES,2,148805,144096,1953,0,20504,1083,1083,0,6,0,2,2.0,5,2,0,0,0,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Z
1137,2012-06-15,1022741,1.0,   ,nochg,2024,47.5225,-121.8889,5,SNOQUALMIE,R-8,LAKEFRONT VILLAGE,2,500790,521951,2022,0,8762,3517,3517,0,6,0,2,1.0,1,3,0,0,0,461,0,0,0,0,1,0,0,0,0,0,0,0,0,0,O
1138,2016-04-15,434402,2.0,   ,nochg,2024,47.7,-122.2178,58,DES MOINES,RS 8.5,OAKWOOD MANOR,2,250845,183557,1991,0,5044,1025,1025,0,5,0,5,2.0,2,1,1,0,0,398,0,0,0,0,1,0,0,0,0,0,0,0,1,0,G
1139,1996-08-15,684612,3.0,   ,nochg,2024,47.5988,-122.1718,53,BELLEVUE,R-8,GREEN VALLEY,2,221134,463478,1969,0,20783,860,860,0,4,0,5,2.0,1,1,0,0,0,412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,V
1140,2014-02-15,670203,2.0,   ,nochg,2024,47.6588,-122.0657,15,REDMOND,R-8,TOWN-COUNTRY CLUB BUNGALOW SITES,2,419403,250800,1917,0,21569,2385,2385,0,7,0,4,2.0,1,3,0,1,0,312,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Y
1141,2016-05-15,315486,2.0,   ,nochg,2024,47.4098,-121.8206,40,BLACK DIAMOND,R-4,GREEN VALLEY,2,145147,170339,2012,0,25499,3276,3276,0,3,0,3,2.0,3,3,0,0,0,284,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Q
1142,2020-01-15,1126358,1.0,   ,nochg,2024,47.7771,-122.1983,88,NEWCASTLE,R-9,SUNSET HILLS,2,626062,500296,1971,0,18976,1821,1821,0,10,0,1,1.0,5,1,0,1,0,268,0,0,1,0,0,0,0,0,0,0,0,0,1,0,S
1143,2011-08-15,928676,3.0,   ,nochg,2024,47.7481,-121.8002,48,NORTH BEND,RS-7200,MAPLE GROVE,2,626935,301741,2008,0,17386,3800,3800,0,10,0,1,2.0,4,1,1,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,1,0,H
1144,2018-09-15,1292950,2.0,   ,nochg,2024,47.3657,-122.1795,94,BEAUX ARTS,R-5,SUNSET HILLS,2,721780,571170,1948,0,20263,3680,3680,0,9,0,4,2.0,3,2,1,1,0,219,0,0,1,0,1,0,0,0,0,0,0,0,0,0,V
1145,2017-08-15,446743,1.0,   ,nochg,2024,47.3461,-122.3153,26,AUBURN,R-6,GREEN VALLEY,2,288097,158646,1994,0,27894,4753,4753,0,7,0,3,2.0,4,1,1,1,0,228,0,0,1,0,1,0,0,0,0,0,0,0,0,0,W
1146,2004-05-15,504044,2.0,   ,nochg,2024,47.3068,-122.3883,36,COVINGTON,R-9,RIVERBEND TERRACE,2,341216,162828,1911,0,24779,3973,3973,0,12,0,2,2.0,4,3,0,0,0,561,0,0,0,0,1,0,0,0,0,0,0,0,1,0,R
1147,2007-08-15,671643,3.0,   ,nochg,2024,47.7853,-122.3633,69,BOTHELL,R-2,PINE VIEW ESTATES,2,343669,327974,1943,0,8329,2901,2901,0,10,0,1,1.0,3,1,0,0,0,358,0,0,1,0,1,0,0,0,0,0,0,0,0,0,L
1148,1991-04-15,590508,4.0,   ,nochg,2024,47.5903,-121.8307,3,SHORELINE,R-8,FOREST GLEN,2,197663,392845,2008,0,13968,1392,1392,0,3,0,1,2.0,4,2,0,0,0,77,0,0,1,0,1,0,0,0,0,0,0,0,0,0,V
1149,2018-03-15,2626927,3.0,   ,nochg,2024,47.3183,-122.144,29,YARROW POINT,R-2,FOREST GLEN,2,1654308,972619,1943,0,15974,3486,3486,0,12,0,5,2.0,4,1,1,1,0,193,0,0,0,0,1,0,0,0,0,0,0,0,1,0,O
1150,1990-08-15,614334,1.0,   ,nochg,2024,47.3421,-121.8037,74,NORTH BEND,R-3,GREEN VALLEY,2,255114,359220,1963,0,7855,1757,1757,0,3,0,1,1.0,3,1,1,1,0,540,0,0,1,0,1,0,0,0,0,0,0,0,1,0,P
1151,1990-05-15,1026046,4.0,   ,nochg,2024,47.3193,-122.3535,15,BEAUX ARTS,R-4,TOWN-COUNTRY CLUB BUNGALOW SITES,2,365062,660984,1937,0,22332,4493,4493,0,4,0,5,1.0,1,2,1,1,0,432,0,0,0,0,1,0,0,0,0,0,0,0,1,0,E
1152,1993-12-15,317191,2.0,   ,nochg,2024,47.4198,-121.9167,10,MILTON,R-1,WILDWOOD LANE NO. 03,2,120460,196731,1915,0,15616,1011,1011,0,4,0,3,2.0,2,1,0,0,0,399,0,0,1,0,0,0,0,0,0,0,0,0,1,0,E
1153,2001-11-15,778707,3.0,   ,nochg,2024,47.3313,-122.3032,49,SHORELINE,R-3,HOLLYWOOD HILL HIGHLANDS,2,248166,530541,1919,0,3314,1536,1536,0,11,0,4,2.0,1,3,1,1,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,S
1154,2019-12-15,737042,3.0,   ,nochg,2024,47.6364,-122.0486,43,SHORELINE,R-4,PINE VIEW ESTATES,2,468806,268236,1932,0,16587,1270,1270,0,11,0,2,2.0,1,3,0,0,0,340,0,0,1,0,0,0,0,0,0,0,0,0,1,0,W
1155,2012-12-15,136069,3.0,   ,nochg,2024,47.7811,-122.2346,5,SEATTLE,R-10,MAPLE GROVE,2,82228,53841,1924,0,15700,1850,1850,0,4,0,5,1.0,2,1,0,1,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F
1156,2003-10-15,2256723,3.0,   ,nochg,2024,47.6443,-121.8937,32,HUNTS POINT,R-2,SUMMIT RIDGE,2,1067509,1189214,1993,0,11516,3870,3870,0,3,0,5,1.0,1,2,1,1,0,253,0,0,1,0,1,0,0,0,0,0,0,0,1,0,S
1157,1997-04-15,3106169,2.0,   ,nochg,2024,47.561,-122.006,35,MEDINA,R-1,MOUNTAIN VIEW,2,2091353,1014816,1949,0,26129,3942,3942,0,11,0,4,1.0,5,1,0,1,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,U
1158,2023-07-15,662554,1.0,   ,nochg,2024,47.6798,-122.1161,7,KIRKLAND,R-2,FALCON RIDGE (CEDAR RIDGE),2,203151,459403,1948,0,15562,4068,4068,0,10,0,3,2.0,2,3,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T
1159,2004-06-15,562397,4.0,   ,nochg,2024,47.7427,-122.1457,32,ISSAQUAH,RS 8.5,ALDERWOOD SOUTH DIV NO. 02,2,182058,380339,1931,0,7614,1213,1213,0,3,0,2,2.0,1,3,1,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,K
1160,2023-09-15,350128,2.0,   ,nochg,2024,47.4568,-122.0941,31,MAPLE VALLEY,R-8,FALCON RIDGE (CEDAR RIDGE),2,160396,189732,1978,0,14142,986,986,0,4,0,2,1.0,4,2,1,0,0,402,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Q
1161,2017-12-15,492262,2.0,   ,nochg,2024,47.3825,-121.8153,68,ENUMCLAW,R-8,SUMMIT RIDGE,2,237375,254887,1932,0,14583,1297,1297,0,12,0,4,1.0,5,1,0,0,0,263,0,0,1,0,1,0,0,0,0,0,0,0,0,0,M
1162,2003-11-15,1237006,1.0,   ,nochg,2024,47.5715,-122.1406,16,BELLEVUE,R-8,LAKEFRONT VILLAGE,2,679152,557854,2005,0,19617,3694,3694,0,11,0,1,1.0,2,3,0,1,0,463,0,0,0,0,0,0,0,0,0,0,0,0,1,0,W
1163,2009-07-15,798579,2.0,   ,nochg,2024,47.7461,-122.0539,23,NEWCASTLE,R-5,SUMMIT RIDGE,2,366975,431604,1900,0,7866,983,983,0,10,0,4,1.0,4,1,0,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G
1164,2020-10-15,745820,3.0,   ,nochg,2024,47.6499,-121.8832,22,SHORELINE,R-8,OAKWOOD MANOR,2,385126,360694,2006,0,7070,1320,1320,0,5,0,4,2.0,2,3,1,1,0,285,0,0,1,0,0,0,0,0,0,0,0,0,1,0,C
1165,2011-04-15,603214,2.0,   ,nochg,2024,47.7398,-122.2263,70,ISSAQUAH,R-9,GREEN VALLEY,2,385532,217682,2005,0,28761,4477,4477,0,8,0,2,1.0,2,3,0,1,0,145,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Z
1166,1992-08-15,1161688,3.0,   ,nochg,2024,47.4334,-122.2811,74,NORMANDY PARK,R-1,OAKWOOD MANOR,2,690728,470960,1962,0,29445,3615,3615,0,9,0,4,1.0,4,2,0,0,0,106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,W
1167,2012-04-15,834519,2.0,   ,nochg,2024,47.623,-122.3576,14,BOTHELL,R-7,MAPLE GROVE,2,483521,350998,1928,0,20509,1460,1460,0,12,0,3,1.0,3,3,1,0,0,253,0,0,1,0,0,0,0,0,0,0,0,0,0,0,L
1168,2002-03-15,445893,4.0,   ,nochg,2024,47.72,-121.9973,50,DES MOINES,R-8,MEADOWBROOK,2,272632,173261,1949,0,2571,1651,1651,0,11,0,1,2.0,3,3,0,1,0,186,0,0,1,0,0,0,0,0,0,0,0,0,0,0,S
1169,1997-05-15,536849,2.0,   ,nochg,2024,47.719,-122.1445,24,BLACK DIAMOND,R-1,MOUNTAIN VIEW,2,202942,333907,1949,0,18849,1173,1173,0,10,0,5,1.0,4,3,1,1,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M
1170,2006-03-15,500822,4.0,   ,nochg,2024,47.596,-121.9805,7,CARNATION,R-8,ALDERWOOD SOUTH DIV NO. 02,2,178768,322054,1920,0,13985,2224,2224,0,8,0,3,1.0,2,2,1,0,0,339,0,0,1,0,1,0,0,0,0,0,0,0,1,0,Z
1171,2003-06-15,573286,2.0,   ,nochg,2024,47.6859,-121.8161,13,SHORELINE,RS-7200,OAKWOOD MANOR,2,214642,358644,1960,0,19876,4232,4232,0,3,0,3,1.0,2,1,1,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y
1172,2022-08-15,3449490,4.0,   ,nochg,2024,47.6495,-122.0726,29,MEDINA,RS-7200,RIVERBEND TERRACE,2,1103842,2345648,1972,0,27467,1123,1123,0,7,0,1,1.0,4,3,0,1,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,V
1173,2012-11-15,892837,1.0,   ,nochg,2024,47.6876,-122.0902,39,REDMOND,R-1,ALDERWOOD SOUTH DIV NO. 02,2,605758,287079,1926,0,4784,3540,3540,0,10,0,4,2.0,5,2,0,1,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,R
1174,2002-04-15,1237418,2.0,   ,nochg,2024,47.6303,-122.0265,46,REDMOND,R-7,HIGHLAND PARK,2,548851,688567,1989,0,8801,2590,2590,0,7,0,3,1.0,4,3,1,1,0,558,0,0,0,0,0,0,0,0,0,0,0,0,1,0,E
1175,2015-09-15,461469,3.0,   ,nochg,2024,47.3751,-121.959,13,MILTON,R-8,MEADOWBROOK,2,195104,266365,1915,0,8972,3102,3102,0,11,0,2,2.0,4,2,1,0,0,517,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Q
1176,2017-06-15,443681,1.0,   ,nochg,2024,47.3978,-122.3077,61,LAKE FOREST PARK,R-4,MAPLE GROVE,2,266033,177648,1908,0,3357,4959,4959,0,7,0,2,2.0,4,1,0,0,0,417,0,0,1,0,0,0,0,0,0,0,0,0,0,0,X
1177,1999-03-15,1092667,2.0,   ,nochg,2024,47.6723,-122.0811,2,REDMOND,RA2.5,MEADOWBROOK,2,412435,680232,2016,0,24705,2626,2626,0,11,0,5,1.0,4,1,0,1,0,527,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Y
1178,2003-06-15,655716,1.0,   ,nochg,2024,47.4507,-121.9136,31,BOTHELL,RS-7200,OLYMPIC VUE ESTATES,2,298730,356986,2007,0,4412,4746,4746,0,4,0,4,1.0,5,3,1,0,0,594,0,0,1,0,0,0,0,0,0,0,0,0,0,0,O
1179,1999-06-15,1037342,2.0,   ,nochg,2024,47.5546,-122.171,62,BELLEVUE,RS-7200,GREEN VALLEY,2,497808,539534,1906,0,17911,4707,4707,0,5,0,5,1.0,1,2,0,0,0,450,0,0,1,0,1,0,0,0,0,0,0,0,1,0,C
1180,2002-11-15,479027,2.0,   ,nochg,2024,47.5843,-122.0323,11,DUVALL,R-7,HOLLYWOOD HILL HIGHLANDS,2,242155,236872,2018,0,8417,2931,2931,0,5,0,4,1.0,1,3,0,1,0,536,0,0,1,0,0,0,0,0,0,0,0,0,0,0,F
1181,1997-07-15,1271080,3.0,   ,nochg,2024,47.386,-122.357,19,YARROW POINT,R-8,MOUNTAIN VIEW,2,460218,810862,1926,0,6515,3036,3036,0,4,0,2,1.0,3,2,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I
1182,2019-02-15,707682,1.0,   ,nochg,2024,47.7138,-121.8097,24,KING COUNTY,RS 8.5,ALDERWOOD SOUTH DIV NO. 02,2,413607,294075,1934,0,23443,1909,1909,0,10,0,1,1.0,1,2,1,1,0,565,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Y
1183,2017-10-15,697544,3.0,   ,nochg,2024,47.3383,-122.255,31,SeaTac,R-4,MEADOWBROOK,2,266748,430796,1973,0,27497,4242,4242,0,9,0,3,1.0,2,3,0,1,0,67,0,0,1,0,1,0,0,0,0,0,0,0,1,0,K
1184,1992-10-15,566533,1.0,   ,nochg,2024,47.472,-122.3384,8,SeaTac,RA2.5,SUMMIT RIDGE,2,221478,345055,1927,0,3994,1573,1573,0,11,0,4,2.0,2,2,0,1,0,191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,I
1185,2020-10-15,879274,3.0,   ,nochg,2024,47.4879,-122.0973,86,KENT,RS-7200,PINE VIEW ESTATES,2,586089,293185,2013,0,2130,4545,4545,0,11,0,4,1.0,1,3,1,0,0,171,0,0,0,0,1,0,0,0,0,0,0,0,0,0,X
1186,2020-05-15,421025,3.0,   ,nochg,2024,47.7865,-122.3669,76,KING COUNTY,RA2.5,OAKWOOD MANOR,2,130453,290572,1967,0,5675,3695,3695,0,6,0,3,2.0,5,1,0,1,0,174,0,0,1,0,1,0,0,0,0,0,0,0,1,0,V
1187,1992-10-15,491971,2.0,   ,nochg,2024,47.4675,-121.9298,14,KING COUNTY,RS7.2,SUNSET HILLS,2,221430,270541,1908,0,7625,2405,2405,0,10,0,4,2.0,4,1,0,0,0,342,0,0,0,0,1,0,0,0,0,0,0,0,1,0,G
1188,2000-05-15,2290616,4.0,   ,nochg,2024,47.5262,-122.0605,80,HUNTS POINT,R-4,HIGHLAND PARK,2,849666,1440950,1931,0,15264,4815,4815,0,7,0,2,1.0,5,1,0,0,0,385,0,0,0,0,1,0,0,0,0,0,0,0,0,0,K
1189,2023-10-15,449823,1.0,   ,nochg,2024,47.7971,-122.2546,5,BURIEN,RS7.2,LAKEFRONT VILLAGE,2,309434,140389,1917,0,4790,910,910,0,7,0,5,1.0,1,3,0,0,0,574,0,0,1,0,1,0,0,0,0,0,0,0,1,0,S
1190,2015-04-15,1112893,3.0,   ,nochg,2024,47.4069,-122.195,40,ISSAQUAH,R-3,MAPLE GROVE,2,433771,679122,2019,0,24549,2336,2336,0,9,0,5,1.0,1,1,0,0,0,503,0,0,0,0,0,0,0,0,0,0,0,0,1,0,U
1191,2009-11-15,700242,1.0,   ,nochg,2024,47.6681,-122.1677,65,KIRKLAND,R-9,TOWN-COUNTRY CLUB BUNGALOW SITES,2,416443,283799,2012,0,17721,3983,3983,0,5,0,5,2.0,4,1,1,0,0,565,0,0,1,0,1,0,0,0,0,0,0,0,1,0,L
1192,2004-01-15,791144,1.0,   ,nochg,2024,47.6928,-122.1653,58,KIRKLAND,RS7.2,CEDAR HEIGHTS,2,547284,243860,2005,0,23011,1788,1788,0,6,0,3,2.0,1,1,0,0,0,445,0,0,0,0,1,0,0,0,0,0,0,0,1,0,M
1193,2006-02-15,386562,4.0,   ,nochg,2024,47.4165,-122.0104,46,MILTON,R-6,BAYVIEW HEIGHTS,2,240650,145912,1992,0,21918,4192,4192,0,5,0,5,2.0,4,1,1,0,0,388,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Z
1194,2015-11-15,2136592,2.0,   ,nochg,2024,47.594,-122.3028,92,HUNTS POINT,RS 8.5,ALDERWOOD SOUTH DIV NO. 02,2,766738,1369854,2015,0,18336,3116,3116,0,3,0,5,1.0,4,1,1,1,0,205,0,0,1,0,0,0,0,0,0,0,0,0,0,0,G
1195,1999-08-15,524002,4.0,   ,nochg,2024,47.7459,-122.0453,8,CARNATION,R-8,ALDERWOOD SOUTH DIV NO. 02,2,195700,328302,1979,0,21518,1408,1408,0,3,0,3,2.0,5,3,1,1,0,218,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B
1196,2005-04-15,517151,2.0,   ,nochg,2024,47.6381,-121.9173,90,NEWCASTLE,R-3,OAKWOOD MANOR,2,208065,309086,1933,0,9668,4399,4399,0,4,0,2,2.0,3,2,1,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,I
1197,2017-03-15,3300022,4.0,   ,nochg,2024,47.553,-122.3574,16,HUNTS POINT,RA2.5,GREEN VALLEY,2,1494170,1805852,1951,0,24058,4086,4086,0,7,0,4,2.0,1,3,0,1,0,280,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Q
1198,1999-03-15,930816,2.0,   ,nochg,2024,47.5718,-122.3902,69,SHORELINE,RS7.2,SUMMIT RIDGE,2,347296,583520,1973,0,16959,2832,2832,0,11,0,1,2.0,5,2,1,1,0,479,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B
1199,2010-01-15,266395,1.0,   ,nochg,2024,47.3289,-122.3427,55,AUBURN,R-4,OAKWOOD MANOR,2,146060,120335,1913,0,17889,3745,3745,0,3,0,5,1.0,1,1,0,0,0,271,0,0,1,0,1,0,0,0,0,0,0,0,1,0,E
1200,2009-10-15,479646,4.0,   ,nochg,2024,47.7698,-121.8936,45,COVINGTON,R-4,CEDAR HEIGHTS,2,220441,259205,1957,0,8907,4413,4413,0,7,0,1,2.0,1,3,1,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,W
1201,1998-10-15,599364,1.0,   ,nochg,2024,47.32,-122.1382,41,FEDERAL WAY,R-8,OLYMPIC VUE ESTATES,2,265735,333629,1998,0,11614,2252,2252,0,10,0,2,2.0,4,3,0,1,0,589,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D
